# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-02-15 12:44:38 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 15485500 TANANA R AT FAIRBANKS AK
# -----------------------------------------------------------------------------------
#
# Data provided for site 15485500
#            TS   parameter     statistic     Description
#          1085       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	1085_00060_00003	1085_00060_00003_cd
USGS	15485500	1994-08-30	50800	A
USGS	15485500	1994-08-31	43700	A
USGS	15485500	1994-09-01	42600	A
USGS	15485500	1994-09-02	43500	A
USGS	15485500	1994-09-03	44600	A
USGS	15485500	1994-09-04	42000	A
USGS	15485500	1994-09-05	39600	A
USGS	15485500	1994-09-06	38200	A
USGS	15485500	1994-09-07	35900	A
USGS	15485500	1994-09-08	33400	A
USGS	15485500	1994-09-09	31000	A
USGS	15485500	1994-09-10	29500	A
USGS	15485500	1994-09-11	28200	A
USGS	15485500	1994-09-12	26300	A
USGS	15485500	1994-09-13	25400	A
USGS	15485500	1994-09-14	24500	A
USGS	15485500	1994-09-15	23700	A
USGS	15485500	1994-09-16	22800	A
USGS	15485500	1994-09-17	22100	A
USGS	15485500	1994-09-18	22100	A
USGS	15485500	1994-09-19	21700	A
USGS	15485500	1994-09-20	21000	A
USGS	15485500	1994-09-21	20100	A
USGS	15485500	1994-09-22	19400	A
USGS	15485500	1994-09-23	18900	A
USGS	15485500	1994-09-24	18400	A
USGS	15485500	1994-09-25	18100	A
USGS	15485500	1994-09-26	17800	A
USGS	15485500	1994-09-27	17600	A
USGS	15485500	1994-09-28	17500	A
USGS	15485500	1994-09-29	17000	A
USGS	15485500	1994-09-30	16000	A
USGS	15485500	1994-10-01	15100	A
USGS	15485500	1994-10-02	14500	A
USGS	15485500	1994-10-03	14200	A
USGS	15485500	1994-10-04	14200	A
USGS	15485500	1994-10-05	14500	A
USGS	15485500	1994-10-06	14400	A
USGS	15485500	1994-10-07	14100	A
USGS	15485500	1994-10-08	14100	A
USGS	15485500	1994-10-09	14100	A
USGS	15485500	1994-10-10	13600	A
USGS	15485500	1994-10-11	12500	A
USGS	15485500	1994-10-12	11700	A
USGS	15485500	1994-10-13	11400	A
USGS	15485500	1994-10-14	10600	A
USGS	15485500	1994-10-15	10000	A
USGS	15485500	1994-10-16	9890	A
USGS	15485500	1994-10-17	9720	A
USGS	15485500	1994-10-18	9000	A:e
USGS	15485500	1994-10-19	8400	A:e
USGS	15485500	1994-10-20	7800	A:e
USGS	15485500	1994-10-21	7200	A:e
USGS	15485500	1994-10-22	7000	A:e
USGS	15485500	1994-10-23	7400	A:e
USGS	15485500	1994-10-24	8200	A:e
USGS	15485500	1994-10-25	8800	A:e
USGS	15485500	1994-10-26	8800	A:e
USGS	15485500	1994-10-27	8800	A:e
USGS	15485500	1994-10-28	8800	A:e
USGS	15485500	1994-10-29	8600	A:e
USGS	15485500	1994-10-30	8600	A:e
USGS	15485500	1994-10-31	8600	A:e
USGS	15485500	1994-11-01	8400	A:e
USGS	15485500	1994-11-02	8400	A:e
USGS	15485500	1994-11-03	8400	A:e
USGS	15485500	1994-11-04	8400	A:e
USGS	15485500	1994-11-05	8200	A:e
USGS	15485500	1994-11-06	8200	A:e
USGS	15485500	1994-11-07	8200	A:e
USGS	15485500	1994-11-08	8000	A:e
USGS	15485500	1994-11-09	8000	A:e
USGS	15485500	1994-11-10	8000	A:e
USGS	15485500	1994-11-11	8000	A:e
USGS	15485500	1994-11-12	8000	A:e
USGS	15485500	1994-11-13	7800	A:e
USGS	15485500	1994-11-14	7800	A:e
USGS	15485500	1994-11-15	7800	A:e
USGS	15485500	1994-11-16	7800	A:e
USGS	15485500	1994-11-17	7800	A:e
USGS	15485500	1994-11-18	7600	A:e
USGS	15485500	1994-11-19	7600	A:e
USGS	15485500	1994-11-20	7600	A:e
USGS	15485500	1994-11-21	7600	A:e
USGS	15485500	1994-11-22	7600	A:e
USGS	15485500	1994-11-23	7400	A:e
USGS	15485500	1994-11-24	7400	A:e
USGS	15485500	1994-11-25	7400	A:e
USGS	15485500	1994-11-26	7400	A:e
USGS	15485500	1994-11-27	7400	A:e
USGS	15485500	1994-11-28	7400	A:e
USGS	15485500	1994-11-29	7400	A:e
USGS	15485500	1994-11-30	7200	A:e
USGS	15485500	1994-12-01	7200	A:e
USGS	15485500	1994-12-02	7200	A:e
USGS	15485500	1994-12-03	7200	A:e
USGS	15485500	1994-12-04	7200	A:e
USGS	15485500	1994-12-05	7200	A:e
USGS	15485500	1994-12-06	7000	A:e
USGS	15485500	1994-12-07	7000	A:e
USGS	15485500	1994-12-08	7000	A:e
USGS	15485500	1994-12-09	7000	A:e
USGS	15485500	1994-12-10	7000	A:e
USGS	15485500	1994-12-11	7000	A:e
USGS	15485500	1994-12-12	7000	A:e
USGS	15485500	1994-12-13	7000	A:e
USGS	15485500	1994-12-14	7000	A:e
USGS	15485500	1994-12-15	7000	A:e
USGS	15485500	1994-12-16	6800	A:e
USGS	15485500	1994-12-17	6800	A:e
USGS	15485500	1994-12-18	6800	A:e
USGS	15485500	1994-12-19	6800	A:e
USGS	15485500	1994-12-20	6800	A:e
USGS	15485500	1994-12-21	6800	A:e
USGS	15485500	1994-12-22	6800	A:e
USGS	15485500	1994-12-23	6800	A:e
USGS	15485500	1994-12-24	6600	A:e
USGS	15485500	1994-12-25	6600	A:e
USGS	15485500	1994-12-26	6600	A:e
USGS	15485500	1994-12-27	6600	A:e
USGS	15485500	1994-12-28	6600	A:e
USGS	15485500	1994-12-29	6600	A:e
USGS	15485500	1994-12-30	6600	A:e
USGS	15485500	1994-12-31	6600	A:e
USGS	15485500	1995-01-01	6600	A:e
USGS	15485500	1995-01-02	6600	A:e
USGS	15485500	1995-01-03	6600	A:e
USGS	15485500	1995-01-04	6600	A:e
USGS	15485500	1995-01-05	6600	A:e
USGS	15485500	1995-01-06	6400	A:e
USGS	15485500	1995-01-07	6400	A:e
USGS	15485500	1995-01-08	6400	A:e
USGS	15485500	1995-01-09	6400	A:e
USGS	15485500	1995-01-10	6400	A:e
USGS	15485500	1995-01-11	6400	A:e
USGS	15485500	1995-01-12	6400	A:e
USGS	15485500	1995-01-13	6400	A:e
USGS	15485500	1995-01-14	6400	A:e
USGS	15485500	1995-01-15	6400	A:e
USGS	15485500	1995-01-16	6400	A:e
USGS	15485500	1995-01-17	6400	A:e
USGS	15485500	1995-01-18	6400	A:e
USGS	15485500	1995-01-19	6400	A:e
USGS	15485500	1995-01-20	6200	A:e
USGS	15485500	1995-01-21	6200	A:e
USGS	15485500	1995-01-22	6200	A:e
USGS	15485500	1995-01-23	6200	A:e
USGS	15485500	1995-01-24	6200	A:e
USGS	15485500	1995-01-25	6200	A:e
USGS	15485500	1995-01-26	6200	A:e
USGS	15485500	1995-01-27	6200	A:e
USGS	15485500	1995-01-28	6200	A:e
USGS	15485500	1995-01-29	6200	A:e
USGS	15485500	1995-01-30	6200	A:e
USGS	15485500	1995-01-31	6200	A:e
USGS	15485500	1995-02-01	6200	A:e
USGS	15485500	1995-02-02	6200	A:e
USGS	15485500	1995-02-03	6200	A:e
USGS	15485500	1995-02-04	6200	A:e
USGS	15485500	1995-02-05	6200	A:e
USGS	15485500	1995-02-06	6200	A:e
USGS	15485500	1995-02-07	6200	A:e
USGS	15485500	1995-02-08	6200	A:e
USGS	15485500	1995-02-09	6000	A:e
USGS	15485500	1995-02-10	6000	A:e
USGS	15485500	1995-02-11	6000	A:e
USGS	15485500	1995-02-12	6000	A:e
USGS	15485500	1995-02-13	6000	A:e
USGS	15485500	1995-02-14	6000	A:e
USGS	15485500	1995-02-15	6000	A:e
USGS	15485500	1995-02-16	6000	A:e
USGS	15485500	1995-02-17	6000	A:e
USGS	15485500	1995-02-18	6000	A:e
USGS	15485500	1995-02-19	6000	A:e
USGS	15485500	1995-02-20	6000	A:e
USGS	15485500	1995-02-21	6000	A:e
USGS	15485500	1995-02-22	6000	A:e
USGS	15485500	1995-02-23	6000	A:e
USGS	15485500	1995-02-24	6000	A:e
USGS	15485500	1995-02-25	6000	A:e
USGS	15485500	1995-02-26	6000	A:e
USGS	15485500	1995-02-27	6000	A:e
USGS	15485500	1995-02-28	6000	A:e
USGS	15485500	1995-03-01	6000	A:e
USGS	15485500	1995-03-02	6000	A:e
USGS	15485500	1995-03-03	6000	A:e
USGS	15485500	1995-03-04	6000	A:e
USGS	15485500	1995-03-05	6000	A:e
USGS	15485500	1995-03-06	6000	A:e
USGS	15485500	1995-03-07	6000	A:e
USGS	15485500	1995-03-08	6000	A:e
USGS	15485500	1995-03-09	6000	A:e
USGS	15485500	1995-03-10	6000	A:e
USGS	15485500	1995-03-11	6000	A:e
USGS	15485500	1995-03-12	6000	A:e
USGS	15485500	1995-03-13	6000	A:e
USGS	15485500	1995-03-14	6000	A:e
USGS	15485500	1995-03-15	6000	A:e
USGS	15485500	1995-03-16	6000	A:e
USGS	15485500	1995-03-17	6000	A:e
USGS	15485500	1995-03-18	5800	A:e
USGS	15485500	1995-03-19	5800	A:e
USGS	15485500	1995-03-20	5800	A:e
USGS	15485500	1995-03-21	5800	A:e
USGS	15485500	1995-03-22	5800	A:e
USGS	15485500	1995-03-23	5800	A:e
USGS	15485500	1995-03-24	5800	A:e
USGS	15485500	1995-03-25	5800	A:e
USGS	15485500	1995-03-26	5800	A:e
USGS	15485500	1995-03-27	5800	A:e
USGS	15485500	1995-03-28	5800	A:e
USGS	15485500	1995-03-29	5800	A:e
USGS	15485500	1995-03-30	5800	A:e
USGS	15485500	1995-03-31	5800	A:e
USGS	15485500	1995-04-01	5800	A:e
USGS	15485500	1995-04-02	5800	A:e
USGS	15485500	1995-04-03	5800	A:e
USGS	15485500	1995-04-04	5800	A:e
USGS	15485500	1995-04-05	5800	A:e
USGS	15485500	1995-04-06	6000	A:e
USGS	15485500	1995-04-07	6000	A:e
USGS	15485500	1995-04-08	6000	A:e
USGS	15485500	1995-04-09	6200	A:e
USGS	15485500	1995-04-10	6200	A:e
USGS	15485500	1995-04-11	6400	A:e
USGS	15485500	1995-04-12	6400	A:e
USGS	15485500	1995-04-13	6600	A:e
USGS	15485500	1995-04-14	6800	A:e
USGS	15485500	1995-04-15	7000	A:e
USGS	15485500	1995-04-16	7400	A:e
USGS	15485500	1995-04-17	7800	A:e
USGS	15485500	1995-04-18	8400	A:e
USGS	15485500	1995-04-19	9000	A:e
USGS	15485500	1995-04-20	10000	A:e
USGS	15485500	1995-04-21	12000	A:e
USGS	15485500	1995-04-22	14000	A:e
USGS	15485500	1995-04-23	19000	A:e
USGS	15485500	1995-04-24	28000	A:e
USGS	15485500	1995-04-25	32000	A:e
USGS	15485500	1995-04-26	33000	A:e
USGS	15485500	1995-04-27	32000	A:e
USGS	15485500	1995-04-28	29000	A:e
USGS	15485500	1995-04-29	24400	A
USGS	15485500	1995-04-30	22300	A
USGS	15485500	1995-05-01	22000	A
USGS	15485500	1995-05-02	24000	A
USGS	15485500	1995-05-03	28200	A
USGS	15485500	1995-05-04	32800	A
USGS	15485500	1995-05-05	32800	A
USGS	15485500	1995-05-06	29400	A
USGS	15485500	1995-05-07	28200	A
USGS	15485500	1995-05-08	27200	A
USGS	15485500	1995-05-09	25500	A
USGS	15485500	1995-05-10	25400	A
USGS	15485500	1995-05-11	26700	A
USGS	15485500	1995-05-12	27400	A
USGS	15485500	1995-05-13	29200	A
USGS	15485500	1995-05-14	31500	A
USGS	15485500	1995-05-15	32800	A
USGS	15485500	1995-05-16	31800	A
USGS	15485500	1995-05-17	30300	A
USGS	15485500	1995-05-18	28400	A
USGS	15485500	1995-05-19	26000	A
USGS	15485500	1995-05-20	24000	A
USGS	15485500	1995-05-21	22700	A
USGS	15485500	1995-05-22	23000	A
USGS	15485500	1995-05-23	23100	A
USGS	15485500	1995-05-24	21500	A
USGS	15485500	1995-05-25	20700	A
USGS	15485500	1995-05-26	21300	A
USGS	15485500	1995-05-27	22600	A
USGS	15485500	1995-05-28	24300	A
USGS	15485500	1995-05-29	22900	A
USGS	15485500	1995-05-30	22000	A
USGS	15485500	1995-05-31	23700	A
USGS	15485500	1995-06-01	24800	A
USGS	15485500	1995-06-02	23300	A
USGS	15485500	1995-06-03	22800	A
USGS	15485500	1995-06-04	22700	A
USGS	15485500	1995-06-05	22900	A
USGS	15485500	1995-06-06	22400	A
USGS	15485500	1995-06-07	21800	A
USGS	15485500	1995-06-08	21300	A
USGS	15485500	1995-06-09	21400	A
USGS	15485500	1995-06-10	21600	A
USGS	15485500	1995-06-11	22000	A
USGS	15485500	1995-06-12	23300	A
USGS	15485500	1995-06-13	26600	A
USGS	15485500	1995-06-14	30400	A
USGS	15485500	1995-06-15	32500	A
USGS	15485500	1995-06-16	35700	A
USGS	15485500	1995-06-17	37900	A
USGS	15485500	1995-06-18	37500	A
USGS	15485500	1995-06-19	36400	A
USGS	15485500	1995-06-20	37000	A
USGS	15485500	1995-06-21	37600	A
USGS	15485500	1995-06-22	39100	A
USGS	15485500	1995-06-23	50000	A:e
USGS	15485500	1995-06-24	68000	A:e
USGS	15485500	1995-06-25	66000	A:e
USGS	15485500	1995-06-26	61700	A
USGS	15485500	1995-06-27	64100	A
USGS	15485500	1995-06-28	69200	A
USGS	15485500	1995-06-29	55400	A
USGS	15485500	1995-06-30	47200	A
USGS	15485500	1995-07-01	45100	A
USGS	15485500	1995-07-02	45500	A
USGS	15485500	1995-07-03	47400	A
USGS	15485500	1995-07-04	48600	A
USGS	15485500	1995-07-05	53000	A
USGS	15485500	1995-07-06	57700	A
USGS	15485500	1995-07-07	58800	A
USGS	15485500	1995-07-08	61100	A
USGS	15485500	1995-07-09	62500	A
USGS	15485500	1995-07-10	60200	A
USGS	15485500	1995-07-11	58900	A
USGS	15485500	1995-07-12	61400	A
USGS	15485500	1995-07-13	62900	A
USGS	15485500	1995-07-14	61800	A
USGS	15485500	1995-07-15	66700	A
USGS	15485500	1995-07-16	68500	A
USGS	15485500	1995-07-17	67500	A
USGS	15485500	1995-07-18	65900	A
USGS	15485500	1995-07-19	65500	A
USGS	15485500	1995-07-20	63600	A
USGS	15485500	1995-07-21	61700	A
USGS	15485500	1995-07-22	61100	A
USGS	15485500	1995-07-23	64300	A
USGS	15485500	1995-07-24	65900	A
USGS	15485500	1995-07-25	65000	A
USGS	15485500	1995-07-26	62100	A
USGS	15485500	1995-07-27	58000	A
USGS	15485500	1995-07-28	54900	A
USGS	15485500	1995-07-29	53700	A
USGS	15485500	1995-07-30	52500	A
USGS	15485500	1995-07-31	50200	A
USGS	15485500	1995-08-01	47900	A
USGS	15485500	1995-08-02	47000	A
USGS	15485500	1995-08-03	46200	A
USGS	15485500	1995-08-04	45000	A
USGS	15485500	1995-08-05	43900	A
USGS	15485500	1995-08-06	44900	A
USGS	15485500	1995-08-07	46500	A
USGS	15485500	1995-08-08	45600	A
USGS	15485500	1995-08-09	44500	A
USGS	15485500	1995-08-10	43900	A
USGS	15485500	1995-08-11	43900	A
USGS	15485500	1995-08-12	42700	A
USGS	15485500	1995-08-13	42000	A
USGS	15485500	1995-08-14	43700	A
USGS	15485500	1995-08-15	46400	A
USGS	15485500	1995-08-16	47000	A
USGS	15485500	1995-08-17	45300	A
USGS	15485500	1995-08-18	44500	A
USGS	15485500	1995-08-19	43700	A
USGS	15485500	1995-08-20	43000	A
USGS	15485500	1995-08-21	42400	A
USGS	15485500	1995-08-22	42900	A
USGS	15485500	1995-08-23	43000	A
USGS	15485500	1995-08-24	42000	A
USGS	15485500	1995-08-25	41000	A
USGS	15485500	1995-08-26	41300	A
USGS	15485500	1995-08-27	41200	A
USGS	15485500	1995-08-28	39900	A
USGS	15485500	1995-08-29	38900	A
USGS	15485500	1995-08-30	39600	A
USGS	15485500	1995-08-31	40600	A
USGS	15485500	1995-09-01	44500	A
USGS	15485500	1995-09-02	44700	A
USGS	15485500	1995-09-03	43700	A
USGS	15485500	1995-09-04	42500	A
USGS	15485500	1995-09-05	41500	A
USGS	15485500	1995-09-06	40100	A
USGS	15485500	1995-09-07	39200	A
USGS	15485500	1995-09-08	40000	A
USGS	15485500	1995-09-09	41300	A
USGS	15485500	1995-09-10	42000	A
USGS	15485500	1995-09-11	42300	A
USGS	15485500	1995-09-12	41300	A
USGS	15485500	1995-09-13	41100	A
USGS	15485500	1995-09-14	41000	A
USGS	15485500	1995-09-15	39600	A
USGS	15485500	1995-09-16	37100	A
USGS	15485500	1995-09-17	35200	A
USGS	15485500	1995-09-18	33900	A
USGS	15485500	1995-09-19	33100	A
USGS	15485500	1995-09-20	32500	A
USGS	15485500	1995-09-21	32000	A
USGS	15485500	1995-09-22	33500	A
USGS	15485500	1995-09-23	37500	A
USGS	15485500	1995-09-24	37800	A
USGS	15485500	1995-09-25	36600	A
USGS	15485500	1995-09-26	37100	A
USGS	15485500	1995-09-27	38300	A
USGS	15485500	1995-09-28	38600	A
USGS	15485500	1995-09-29	36600	A
USGS	15485500	1995-09-30	35000	A
USGS	15485500	1995-10-01	32800	A
USGS	15485500	1995-10-02	29800	A
USGS	15485500	1995-10-03	27500	A
USGS	15485500	1995-10-04	25900	A
USGS	15485500	1995-10-05	24600	A
USGS	15485500	1995-10-06	23500	A
USGS	15485500	1995-10-07	22400	A
USGS	15485500	1995-10-08	21700	A
USGS	15485500	1995-10-09	21200	A
USGS	15485500	1995-10-10	20900	A
USGS	15485500	1995-10-11	20800	A
USGS	15485500	1995-10-12	20100	A
USGS	15485500	1995-10-13	19200	A
USGS	15485500	1995-10-14	18200	A
USGS	15485500	1995-10-15	17100	A
USGS	15485500	1995-10-16	16600	A
USGS	15485500	1995-10-17	15200	A
USGS	15485500	1995-10-18	14600	A
USGS	15485500	1995-10-19	14000	A
USGS	15485500	1995-10-20	13200	A
USGS	15485500	1995-10-21	12700	A
USGS	15485500	1995-10-22	12400	A
USGS	15485500	1995-10-23	12000	A:e
USGS	15485500	1995-10-24	11500	A:e
USGS	15485500	1995-10-25	11000	A:e
USGS	15485500	1995-10-26	11000	A:e
USGS	15485500	1995-10-27	10500	A:e
USGS	15485500	1995-10-28	10500	A:e
USGS	15485500	1995-10-29	10000	A:e
USGS	15485500	1995-10-30	10000	A:e
USGS	15485500	1995-10-31	9800	A:e
USGS	15485500	1995-11-01	9600	A:e
USGS	15485500	1995-11-02	9400	A:e
USGS	15485500	1995-11-03	9200	A:e
USGS	15485500	1995-11-04	9200	A:e
USGS	15485500	1995-11-05	9000	A:e
USGS	15485500	1995-11-06	8800	A:e
USGS	15485500	1995-11-07	8800	A:e
USGS	15485500	1995-11-08	8600	A:e
USGS	15485500	1995-11-09	8600	A:e
USGS	15485500	1995-11-10	8400	A:e
USGS	15485500	1995-11-11	8400	A:e
USGS	15485500	1995-11-12	8200	A:e
USGS	15485500	1995-11-13	8200	A:e
USGS	15485500	1995-11-14	8000	A:e
USGS	15485500	1995-11-15	8000	A:e
USGS	15485500	1995-11-16	8000	A:e
USGS	15485500	1995-11-17	7800	A:e
USGS	15485500	1995-11-18	7800	A:e
USGS	15485500	1995-11-19	7600	A:e
USGS	15485500	1995-11-20	7600	A:e
USGS	15485500	1995-11-21	7600	A:e
USGS	15485500	1995-11-22	7400	A:e
USGS	15485500	1995-11-23	7400	A:e
USGS	15485500	1995-11-24	7400	A:e
USGS	15485500	1995-11-25	7200	A:e
USGS	15485500	1995-11-26	7200	A:e
USGS	15485500	1995-11-27	7200	A:e
USGS	15485500	1995-11-28	7000	A:e
USGS	15485500	1995-11-29	7000	A:e
USGS	15485500	1995-11-30	7000	A:e
USGS	15485500	1995-12-01	7000	A:e
USGS	15485500	1995-12-02	6800	A:e
USGS	15485500	1995-12-03	6800	A:e
USGS	15485500	1995-12-04	6800	A:e
USGS	15485500	1995-12-05	6800	A:e
USGS	15485500	1995-12-06	6600	A:e
USGS	15485500	1995-12-07	6600	A:e
USGS	15485500	1995-12-08	6600	A:e
USGS	15485500	1995-12-09	6600	A:e
USGS	15485500	1995-12-10	6600	A:e
USGS	15485500	1995-12-11	6400	A:e
USGS	15485500	1995-12-12	6400	A:e
USGS	15485500	1995-12-13	6400	A:e
USGS	15485500	1995-12-14	6400	A:e
USGS	15485500	1995-12-15	6400	A:e
USGS	15485500	1995-12-16	6200	A:e
USGS	15485500	1995-12-17	6200	A:e
USGS	15485500	1995-12-18	6200	A:e
USGS	15485500	1995-12-19	6200	A:e
USGS	15485500	1995-12-20	6200	A:e
USGS	15485500	1995-12-21	6200	A:e
USGS	15485500	1995-12-22	6000	A:e
USGS	15485500	1995-12-23	6000	A:e
USGS	15485500	1995-12-24	6000	A:e
USGS	15485500	1995-12-25	6000	A:e
USGS	15485500	1995-12-26	6000	A:e
USGS	15485500	1995-12-27	6000	A:e
USGS	15485500	1995-12-28	6000	A:e
USGS	15485500	1995-12-29	6000	A:e
USGS	15485500	1995-12-30	6000	A:e
USGS	15485500	1995-12-31	5800	A:e
USGS	15485500	1996-01-01	5800	A:e
USGS	15485500	1996-01-02	5800	A:e
USGS	15485500	1996-01-03	5800	A:e
USGS	15485500	1996-01-04	5800	A:e
USGS	15485500	1996-01-05	5800	A:e
USGS	15485500	1996-01-06	5800	A:e
USGS	15485500	1996-01-07	5800	A:e
USGS	15485500	1996-01-08	5800	A:e
USGS	15485500	1996-01-09	5800	A:e
USGS	15485500	1996-01-10	5800	A:e
USGS	15485500	1996-01-11	5600	A:e
USGS	15485500	1996-01-12	5600	A:e
USGS	15485500	1996-01-13	5600	A:e
USGS	15485500	1996-01-14	5600	A:e
USGS	15485500	1996-01-15	5600	A:e
USGS	15485500	1996-01-16	5600	A:e
USGS	15485500	1996-01-17	5600	A:e
USGS	15485500	1996-01-18	5600	A:e
USGS	15485500	1996-01-19	5600	A:e
USGS	15485500	1996-01-20	5600	A:e
USGS	15485500	1996-01-21	5600	A:e
USGS	15485500	1996-01-22	5600	A:e
USGS	15485500	1996-01-23	5600	A:e
USGS	15485500	1996-01-24	5600	A:e
USGS	15485500	1996-01-25	5600	A:e
USGS	15485500	1996-01-26	5600	A:e
USGS	15485500	1996-01-27	5600	A:e
USGS	15485500	1996-01-28	5600	A:e
USGS	15485500	1996-01-29	5600	A:e
USGS	15485500	1996-01-30	5600	A:e
USGS	15485500	1996-01-31	5600	A:e
USGS	15485500	1996-02-01	5600	A:e
USGS	15485500	1996-02-02	5600	A:e
USGS	15485500	1996-02-03	5600	A:e
USGS	15485500	1996-02-04	5400	A:e
USGS	15485500	1996-02-05	5400	A:e
USGS	15485500	1996-02-06	5400	A:e
USGS	15485500	1996-02-07	5400	A:e
USGS	15485500	1996-02-08	5400	A:e
USGS	15485500	1996-02-09	5400	A:e
USGS	15485500	1996-02-10	5400	A:e
USGS	15485500	1996-02-11	5400	A:e
USGS	15485500	1996-02-12	5400	A:e
USGS	15485500	1996-02-13	5400	A:e
USGS	15485500	1996-02-14	5400	A:e
USGS	15485500	1996-02-15	5400	A:e
USGS	15485500	1996-02-16	5400	A:e
USGS	15485500	1996-02-17	5400	A:e
USGS	15485500	1996-02-18	5400	A:e
USGS	15485500	1996-02-19	5400	A:e
USGS	15485500	1996-02-20	5400	A:e
USGS	15485500	1996-02-21	5400	A:e
USGS	15485500	1996-02-22	5400	A:e
USGS	15485500	1996-02-23	5400	A:e
USGS	15485500	1996-02-24	5400	A:e
USGS	15485500	1996-02-25	5400	A:e
USGS	15485500	1996-02-26	5400	A:e
USGS	15485500	1996-02-27	5400	A:e
USGS	15485500	1996-02-28	5400	A:e
USGS	15485500	1996-02-29	5400	A:e
USGS	15485500	1996-03-01	5400	A:e
USGS	15485500	1996-03-02	5400	A:e
USGS	15485500	1996-03-03	5400	A:e
USGS	15485500	1996-03-04	5400	A:e
USGS	15485500	1996-03-05	5400	A:e
USGS	15485500	1996-03-06	5400	A:e
USGS	15485500	1996-03-07	5400	A:e
USGS	15485500	1996-03-08	5400	A:e
USGS	15485500	1996-03-09	5400	A:e
USGS	15485500	1996-03-10	5400	A:e
USGS	15485500	1996-03-11	5400	A:e
USGS	15485500	1996-03-12	5400	A:e
USGS	15485500	1996-03-13	5400	A:e
USGS	15485500	1996-03-14	5400	A:e
USGS	15485500	1996-03-15	5400	A:e
USGS	15485500	1996-03-16	5400	A:e
USGS	15485500	1996-03-17	5400	A:e
USGS	15485500	1996-03-18	5400	A:e
USGS	15485500	1996-03-19	5400	A:e
USGS	15485500	1996-03-20	5400	A:e
USGS	15485500	1996-03-21	5400	A:e
USGS	15485500	1996-03-22	5400	A:e
USGS	15485500	1996-03-23	5400	A:e
USGS	15485500	1996-03-24	5400	A:e
USGS	15485500	1996-03-25	5400	A:e
USGS	15485500	1996-03-26	5400	A:e
USGS	15485500	1996-03-27	5400	A:e
USGS	15485500	1996-03-28	5400	A:e
USGS	15485500	1996-03-29	5400	A:e
USGS	15485500	1996-03-30	5200	A:e
USGS	15485500	1996-03-31	5200	A:e
USGS	15485500	1996-04-01	5200	A:e
USGS	15485500	1996-04-02	5200	A:e
USGS	15485500	1996-04-03	5200	A:e
USGS	15485500	1996-04-04	5200	A:e
USGS	15485500	1996-04-05	5200	A:e
USGS	15485500	1996-04-06	5200	A:e
USGS	15485500	1996-04-07	5200	A:e
USGS	15485500	1996-04-08	5400	A:e
USGS	15485500	1996-04-09	5400	A:e
USGS	15485500	1996-04-10	5400	A:e
USGS	15485500	1996-04-11	5600	A:e
USGS	15485500	1996-04-12	5600	A:e
USGS	15485500	1996-04-13	5800	A:e
USGS	15485500	1996-04-14	5800	A:e
USGS	15485500	1996-04-15	6000	A:e
USGS	15485500	1996-04-16	6200	A:e
USGS	15485500	1996-04-17	6400	A:e
USGS	15485500	1996-04-18	6800	A:e
USGS	15485500	1996-04-19	7000	A:e
USGS	15485500	1996-04-20	7400	A:e
USGS	15485500	1996-04-21	7800	A:e
USGS	15485500	1996-04-22	8200	A:e
USGS	15485500	1996-04-23	8800	A:e
USGS	15485500	1996-04-24	9800	A:e
USGS	15485500	1996-04-25	11000	A:e
USGS	15485500	1996-04-26	11500	A:e
USGS	15485500	1996-04-27	12500	A:e
USGS	15485500	1996-04-28	13000	A:e
USGS	15485500	1996-04-29	14000	A:e
USGS	15485500	1996-04-30	15000	A:e
USGS	15485500	1996-05-01	16000	A:e
USGS	15485500	1996-05-02	16000	A:e
USGS	15485500	1996-05-03	17000	A:e
USGS	15485500	1996-05-04	17000	A:e
USGS	15485500	1996-05-05	18000	A:e
USGS	15485500	1996-05-06	18000	A:e
USGS	15485500	1996-05-07	18400	A
USGS	15485500	1996-05-08	18700	A
USGS	15485500	1996-05-09	19900	A
USGS	15485500	1996-05-10	18000	A
USGS	15485500	1996-05-11	16900	A
USGS	15485500	1996-05-12	17400	A
USGS	15485500	1996-05-13	18800	A
USGS	15485500	1996-05-14	20800	A
USGS	15485500	1996-05-15	21900	A
USGS	15485500	1996-05-16	19900	A
USGS	15485500	1996-05-17	18000	A
USGS	15485500	1996-05-18	17300	A
USGS	15485500	1996-05-19	16600	A
USGS	15485500	1996-05-20	15800	A
USGS	15485500	1996-05-21	14900	A
USGS	15485500	1996-05-22	14600	A
USGS	15485500	1996-05-23	14300	A
USGS	15485500	1996-05-24	14600	A
